Model_Name,Product_Line,Segment,CPU_Vendor,CPU_Model,CPU_Generation,GPU_Type,GPU_Name,GPU_VRAM_GB,RAM_GB,Storage_GB,Screen_Size_Inches,Screen_Panel_Type,Screen_Refresh_Rate_Hz,Screen_Touch,Battery_Whr,Price_VND
Inspiron 5412,Inspiron,Consumer,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,60,No,60,13310000
XPS 1629,XPS,Ultrabook/Premium,Intel,Core i7,14,Integrated,Intel Iris Xe,0,16,256,16,IPS,60,No,64,40500000
Inspiron 3689,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,512,15.6,Standard,60,No,54,18170000
Inspiron 5180,Inspiron,Consumer,Intel,Core i5,14,Dedicated,AMD Radeon RX 7600S,8,16,512,14,Standard,60,No,60,22100000
XPS 1498,XPS,Ultrabook/Premium,Intel,Core i7,14,Dedicated,NVIDIA RTX 4050,6,32,2000,14,IPS,60,No,70,52580000
Inspiron 3742,Inspiron,Consumer,AMD,Ryzen 3,7000,Dedicated,NVIDIA MX550,2,8,256,13.3,IPS,60,No,54,15210000
G15 9836,G Series,Gaming,Intel,Core i5,14,Dedicated,AMD Radeon RX 7600S,8,8,512,15.6,IPS,120,Yes,80,35260000
Vostro 7629,Vostro,Business,Intel,Core i5,14,Dedicated,AMD Radeon RX 6500M,4,8,512,15.6,IPS,60,No,60,21270000
Vostro 3767,Vostro,Business,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,256,13.3,Standard,60,No,54,13480000
Inspiron 3325,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,256,15.6,Standard,60,No,41,16200000
Inspiron 5909,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,32,256,17.3,Standard,60,No,41,21080000
G15 9420,G Series,Gaming,Intel,Core i5,13,Dedicated,NVIDIA RTX 3060,6,16,256,14,Standard,144,No,70,37840000
XPS 1341,XPS,Ultrabook/Premium,AMD,Ryzen 5,7000,Dedicated,NVIDIA RTX 4060,8,8,1000,13.3,IPS,60,No,41,47810000
Inspiron 3169,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,512,15.6,Standard,60,Yes,60,15860000
Vostro 3721,Vostro,Business,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,8,256,15.6,IPS,60,No,54,15100000
Latitude 7061,Latitude,Business/Ultrabook,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,1000,17.3,Standard,60,Yes,41,31030000
G15 3713,G Series,Gaming,Intel,Core i7,14,Dedicated,NVIDIA RTX 3060,6,16,512,15.6,IPS,120,Yes,54,40600000
Inspiron 3538,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,60,No,60,13860000
Vostro 3617,Vostro,Business,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,16,1000,17.3,IPS,60,No,41,18740000
Vostro 7242,Vostro,Business,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,8,1000,14,Standard,60,No,64,15280000
Inspiron 3108,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,256,17.3,Standard,90,No,54,15680000
Vostro 5418,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,60,No,54,16640000
Vostro 7330,Vostro,Business,Intel,Core i5,13,Dedicated,NVIDIA MX550,2,16,256,17.3,IPS,60,No,54,20260000
G15 1868,G Series,Gaming,AMD,Ryzen 7,7000,Dedicated,Intel Arc A370M,4,16,512,15.6,IPS,120,Yes,80,37520000
Inspiron 5481,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,15.6,Standard,90,No,54,16200000
Inspiron 5834,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,16,Standard,60,Yes,54,17220000
Inspiron 5912,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,512,15.6,IPS,90,No,41,17230000
Inspiron 5630,Inspiron,Consumer,Intel,Core i7,13,Integrated,Intel Iris Xe,0,8,1000,13.3,IPS,60,No,41,19980000
Inspiron 7901,Inspiron,Consumer,AMD,Ryzen 3,5000,Integrated,AMD Radeon Graphics,0,16,2000,14,Standard,60,No,41,17570000
Inspiron 3827,Inspiron,Consumer,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,256,15.6,Standard,60,No,54,12210000
Latitude 9024,Latitude,Business/Ultrabook,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,512,17.3,IPS,60,Yes,54,29860000
Inspiron 7617,Inspiron,Consumer,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,8,256,14,IPS,60,No,54,13870000
Inspiron 5238,Inspiron,Consumer,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,256,17.3,Standard,60,No,60,12620000
Vostro 7246,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,512,15.6,IPS,60,No,41,19660000
XPS 1597,XPS,Ultrabook/Premium,Intel,Core i5,13,Dedicated,NVIDIA RTX 4050,6,32,256,15.6,IPS,90,Yes,64,48380000
Vostro 5950,Vostro,Business,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,1000,15.6,Standard,60,No,54,17870000
Vostro 5323,Vostro,Business,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,2000,15.6,Standard,60,No,54,19550000
Inspiron 5454,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,512,17.3,Standard,60,No,41,19320000
XPS 1361,XPS,Ultrabook/Premium,Intel,Core Ultra 7,Ultra,Integrated,Intel Iris Xe,0,16,1000,13.3,IPS,60,No,70,40980000
Alienware m16 1617,Alienware,Gaming,AMD,Ryzen 5,7000,Dedicated,NVIDIA RTX 3060,6,32,1000,16,OLED,165,No,54,60000000
Inspiron 3196,Inspiron,Consumer,Intel,Core i7,14,Integrated,Intel Iris Xe,0,8,256,15.6,IPS,60,Yes,41,19070000
Inspiron 3493,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,60,No,41,16890000
Vostro 7117,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,15.6,IPS,60,No,54,16470000
Vostro 7960,Vostro,Business,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,256,14,IPS,60,No,54,14650000
Vostro 5448,Vostro,Business,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,512,15.6,IPS,60,No,54,17680000
Inspiron 3807,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,1000,14,Standard,60,No,41,15180000
Inspiron 7693,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,512,13.3,Standard,60,No,41,13980000
Vostro 5411,Vostro,Business,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,16,1000,15.6,IPS,60,No,54,17910000
Vostro 5448,Vostro,Business,Intel,Core i7,12,Dedicated,AMD Radeon RX 6500M,4,16,256,14,Standard,120,No,41,23070000
Vostro 5257,Vostro,Business,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,512,15.6,Standard,60,No,41,16800000
Vostro 3825,Vostro,Business,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,512,13.3,Standard,60,No,41,15710000
Inspiron 3230,Inspiron,Consumer,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,8,256,17.3,IPS,60,No,54,14160000
Vostro 7737,Vostro,Business,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,256,14,IPS,60,No,41,14120000
Inspiron 7569,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,1000,15.6,IPS,60,No,41,19180000
Inspiron 3319,Inspiron,Consumer,AMD,Ryzen 5,6000,Dedicated,NVIDIA MX550,2,16,256,14,IPS,120,No,41,18550000
XPS 1542,XPS,Ultrabook/Premium,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,512,15.6,OLED,60,No,80,38170000
Vostro 7896,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,32,512,14,IPS,60,No,41,22140000
Inspiron 5167,Inspiron,Consumer,AMD,Ryzen 5,7000,Dedicated,Intel Arc A370M,4,8,512,15.6,IPS,60,No,41,18760000
Vostro 3260,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,256,14,Standard,60,No,41,17890000
G15 1559,G Series,Gaming,Intel,Core i5,14,Dedicated,NVIDIA RTX 3050,4,32,512,13.3,Standard,165,No,64,36780000
Latitude 7086,Latitude,Business/Ultrabook,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,16,512,15.6,Standard,60,No,60,27760000
Vostro 3187,Vostro,Business,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,256,16,IPS,60,Yes,54,19590000
Latitude 7074,Latitude,Business/Ultrabook,Intel,Core i7,14,Integrated,Intel Iris Xe,0,16,256,14,Standard,60,No,41,31780000
Inspiron 7924,Inspiron,Consumer,Intel,Core i7,12,Integrated,Intel Iris Xe,0,8,256,14,Standard,60,Yes,54,19590000
Inspiron 3131,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,90,No,54,17190000
Inspiron 7505,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,512,13.3,Standard,60,No,41,17990000
G15 7287,G Series,Gaming,Intel,Core i7,14,Dedicated,AMD Radeon RX 7600S,8,16,256,13.3,IPS,120,No,60,40580000
Latitude 7014,Latitude,Business/Ultrabook,AMD,Ryzen 7,7000,Integrated,AMD Radeon Graphics,0,32,512,17.3,IPS,60,No,64,34310000
Latitude 5022,Latitude,Business/Ultrabook,AMD,Ryzen 7,7000,Integrated,AMD Radeon Graphics,0,16,512,15.6,IPS,60,No,54,32730000
Inspiron 3363,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,512,14,Standard,60,No,41,18940000
Inspiron 3721,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,32,512,15.6,Standard,120,No,41,22300000
Vostro 5624,Vostro,Business,AMD,Ryzen 7,7000,Integrated,AMD Radeon Graphics,0,8,256,13.3,Standard,60,No,60,20670000
XPS 1696,XPS,Ultrabook/Premium,Intel,Core i7,12,Dedicated,NVIDIA RTX 3050,6,16,256,16,IPS,60,No,70,41980000
XPS 1539,XPS,Ultrabook/Premium,Intel,Core i3,12,Dedicated,NVIDIA RTX 3050,6,32,1000,15.6,IPS,60,Yes,60,43790000
G15 9307,G Series,Gaming,Intel,Core i7,12,Dedicated,NVIDIA RTX 3060,6,32,1000,13.3,IPS,120,No,60,40170000
Inspiron 7900,Inspiron,Consumer,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,16,256,14,IPS,60,No,54,14630000
Vostro 3283,Vostro,Business,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,256,15.6,Standard,90,No,41,16740000
Vostro 7403,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,512,13.3,Standard,60,No,80,18480000
G15 3407,G Series,Gaming,AMD,Ryzen 5,5000,Dedicated,NVIDIA RTX 3050,6,32,256,15.6,IPS,165,No,64,36420000
Inspiron 7750,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,256,13.3,IPS,60,No,54,16740000
Inspiron 5739,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,32,256,16,IPS,60,No,41,16590000
Inspiron 7847,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,16,256,15.6,IPS,60,No,54,15140000
Vostro 5557,Vostro,Business,AMD,Ryzen 5,6000,Dedicated,NVIDIA RTX 3060,6,8,512,15.6,Standard,60,No,41,24300000
Inspiron 7522,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,256,13.3,Standard,120,No,60,15870000
Inspiron 7479,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,512,15.6,Standard,60,No,54,15740000
Inspiron 7114,Inspiron,Consumer,Intel,Core i7,12,Integrated,Intel Iris Xe,0,16,512,16,Standard,60,No,54,21730000
Inspiron 7178,Inspiron,Consumer,Intel,Core Ultra 7,Ultra,Integrated,Intel Iris Xe,0,8,256,17.3,Standard,60,No,54,22390000
G15 9519,G Series,Gaming,AMD,Ryzen 5,6000,Dedicated,NVIDIA RTX 4060,8,32,256,15.6,Standard,90,No,70,40170000
Latitude 3086,Latitude,Business/Ultrabook,Intel,Core i7,13,Dedicated,NVIDIA RTX 3050,6,16,1000,13.3,Standard,60,No,60,38190000
Inspiron 5917,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,512,14,IPS,60,No,41,14570000
Inspiron 7614,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,256,17.3,IPS,60,No,54,17090000
Inspiron 5664,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,512,15.6,IPS,60,No,41,17580000
Vostro 3898,Vostro,Business,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,8,256,15.6,IPS,90,No,54,14090000
G15 6846,G Series,Gaming,AMD,Ryzen 7,6000,Dedicated,NVIDIA RTX 4050,6,16,1000,14,Standard,90,No,60,40480000
Latitude 7054,Latitude,Business/Ultrabook,Intel,Core Ultra 7,Ultra,Integrated,Intel Arc Graphics (Integrated),0,16,512,15.6,Standard,60,No,64,33040000
XPS 1433,XPS,Ultrabook/Premium,Intel,Core i7,14,Dedicated,NVIDIA RTX 3050,6,16,512,14,IPS,60,No,64,42300000
Inspiron 3618,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,256,15.6,Standard,60,No,60,16790000
Vostro 5807,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,14,IPS,60,No,60,18080000
Inspiron 3300,Inspiron,Consumer,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,16,256,15.6,Standard,60,No,54,14570000
G15 5461,G Series,Gaming,Intel,Core i7,14,Dedicated,NVIDIA RTX 3050,6,32,512,14,Standard,144,No,64,40910000
Vostro 5182,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,512,14,Standard,90,No,54,20270000
Vostro 5540,Vostro,Business,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,256,15.6,IPS,60,No,60,18870000
Inspiron 5172,Inspiron,Consumer,AMD,Ryzen 3,7000,Dedicated,AMD Radeon RX 6500M,4,8,512,15.6,IPS,120,No,41,17120000
Inspiron 7225,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,512,15.6,Standard,60,No,41,17630000
Inspiron 7186,Inspiron,Consumer,AMD,Ryzen 7,7000,Integrated,AMD Radeon Graphics,0,16,256,14,Standard,60,Yes,54,21170000
XPS 1324,XPS,Ultrabook/Premium,AMD,Ryzen 7,5000,Dedicated,NVIDIA MX550,2,16,1000,13.3,OLED,60,No,70,40300000
Vostro 3549,Vostro,Business,AMD,Ryzen 5,5000,Integrated,AMD Radeon Graphics,0,32,512,14,Standard,60,No,54,19980000
Inspiron 7529,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,32,256,15.6,Standard,60,No,54,18810000
Vostro 7573,Vostro,Business,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,2000,14,Standard,60,No,54,21100000
Vostro 3813,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,60,No,54,16660000
Vostro 3335,Vostro,Business,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,16,256,15.6,Standard,60,No,54,14390000
Inspiron 5335,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,512,15.6,Standard,60,No,41,13170000
Inspiron 3150,Inspiron,Consumer,AMD,Ryzen 7,7000,Integrated,AMD Radeon Graphics,0,8,256,16,IPS,60,No,41,19670000
Latitude 9093,Latitude,Business/Ultrabook,Intel,Core i7,13,Integrated,Intel Iris Xe,0,16,2000,15.6,IPS,60,Yes,54,32450000
Inspiron 7969,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,256,13.3,IPS,60,No,54,17050000
XPS 1589,XPS,Ultrabook/Premium,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,16,512,15.6,OLED,60,No,64,34070000
Inspiron 3328,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,512,14,IPS,60,No,41,13610000
XPS 1522,XPS,Ultrabook/Premium,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,1000,15.6,IPS,60,Yes,70,38040000
Vostro 5267,Vostro,Business,AMD,Ryzen 5,5000,Integrated,AMD Radeon Graphics,0,16,1000,14,Standard,144,No,41,19900000
Inspiron 7240,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,512,13.3,Standard,60,No,54,16690000
Inspiron 5170,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,256,16,IPS,60,Yes,54,14660000
Inspiron 3355,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,256,15.6,Standard,60,No,54,14920000
Latitude 3096,Latitude,Business/Ultrabook,Intel,Core Ultra 5,Ultra,Integrated,Intel Arc Graphics (Integrated),0,8,512,15.6,Standard,60,No,54,28850000
Vostro 3331,Vostro,Business,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,512,14,Standard,60,No,41,19570000
Inspiron 7273,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,32,1000,16,Standard,60,No,54,19170000
Vostro 5134,Vostro,Business,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,2000,14,Standard,60,No,60,19220000
Inspiron 5439,Inspiron,Consumer,Intel,Core i5,13,Dedicated,AMD Radeon RX 7600S,8,16,256,14,Standard,60,No,54,23720000
Inspiron 7453,Inspiron,Consumer,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,8,256,15.6,Standard,60,No,41,14000000
Vostro 5485,Vostro,Business,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,1000,15.6,IPS,60,No,54,22060000
Inspiron 5458,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,256,15.6,Standard,60,No,54,16120000
Inspiron 7290,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,256,13.3,Standard,120,No,54,13660000
G15 7177,G Series,Gaming,Intel,Core i5,13,Dedicated,NVIDIA RTX 3050,4,16,1000,15.6,Standard,120,No,60,36350000
Vostro 7967,Vostro,Business,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,16,512,15.6,Standard,144,No,41,16990000
Vostro 7732,Vostro,Business,AMD,Ryzen 5,5000,Integrated,AMD Radeon Graphics,0,8,512,15.6,Standard,60,No,70,16280000
Latitude 3040,Latitude,Business/Ultrabook,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,512,14,IPS,60,No,70,26920000
Vostro 7765,Vostro,Business,Intel,Core i3,14,Dedicated,NVIDIA RTX 3050,6,16,512,15.6,Standard,60,No,41,22550000
Latitude 9089,Latitude,Business/Ultrabook,AMD,Ryzen 7,7000,Integrated,AMD Radeon Graphics,0,16,1000,14,IPS,60,No,41,33310000
Vostro 5327,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,512,15.6,Standard,60,No,41,20390000
Latitude 5067,Latitude,Business/Ultrabook,AMD,Ryzen 5,6000,Dedicated,Intel Arc A370M,4,32,512,15.6,IPS,60,No,60,33150000
Vostro 5466,Vostro,Business,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,1000,14,Standard,90,No,41,17330000
G16 8946,G Series,Gaming,AMD,Ryzen 5,5000,Dedicated,NVIDIA RTX 3050,6,16,1000,16,IPS,120,No,54,33730000
Inspiron 3119,Inspiron,Consumer,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,512,17.3,Standard,60,No,41,14830000
Vostro 5294,Vostro,Business,Intel,Core i3,14,Dedicated,NVIDIA MX550,2,16,256,15.6,Standard,60,No,60,16770000
G15 3100,G Series,Gaming,AMD,Ryzen 7,6000,Dedicated,NVIDIA RTX 3060,6,32,512,15.6,Standard,120,No,64,41920000
Inspiron 5342,Inspiron,Consumer,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,8,256,14,Standard,60,No,41,13180000
Vostro 7442,Vostro,Business,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,512,15.6,Standard,60,Yes,41,17990000
Vostro 3642,Vostro,Business,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,256,14,Standard,60,Yes,54,15850000
Inspiron 3737,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,256,14,IPS,60,No,54,17730000
Inspiron 3484,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,60,No,64,13400000
Vostro 3560,Vostro,Business,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,512,15.6,IPS,60,No,41,16170000
Inspiron 5886,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,256,14,Standard,60,No,60,15290000
Inspiron 7123,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,2000,17.3,Standard,60,No,54,21110000
Inspiron 3246,Inspiron,Consumer,Intel,Core i3,12,Dedicated,NVIDIA RTX 3060,6,8,256,15.6,Standard,60,No,41,20550000
G15 5646,G Series,Gaming,Intel,Core i5,13,Dedicated,AMD Radeon RX 7600S,8,16,512,15.6,IPS,120,No,41,37280000
G15 3957,G Series,Gaming,Intel,Core Ultra 5,Ultra,Dedicated,NVIDIA RTX 3050,4,32,512,15.6,Standard,144,No,60,39630000
Alienware m16 5943,Alienware,Gaming,Intel,Core Ultra 7,Ultra,Dedicated,NVIDIA RTX 3050,6,16,512,16,IPS,165,No,60,60000000
Inspiron 3509,Inspiron,Consumer,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,8,256,17.3,Standard,60,No,54,14520000
Inspiron 7881,Inspiron,Consumer,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,8,512,15.6,IPS,60,Yes,54,13350000
Inspiron 5405,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,256,16,Standard,90,No,41,17260000
Inspiron 3116,Inspiron,Consumer,Intel,Core i5,12,Dedicated,NVIDIA RTX 3060,6,16,256,15.6,IPS,60,Yes,41,24720000
XPS 1577,XPS,Ultrabook/Premium,Intel,Core Ultra 5,Ultra,Dedicated,AMD Radeon RX 6500M,4,16,1000,15.6,IPS,60,No,60,43170000
Inspiron 3169,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,16,512,14,Standard,60,No,54,17610000
Inspiron 7967,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,512,15.6,Standard,60,No,41,18580000
G15 2345,G Series,Gaming,Intel,Core i7,13,Dedicated,AMD Radeon RX 7600S,8,32,512,14,Standard,144,No,54,43660000
Vostro 3735,Vostro,Business,AMD,Ryzen 5,6000,Dedicated,NVIDIA MX550,2,8,512,17.3,Standard,60,No,41,20140000
Inspiron 5998,Inspiron,Consumer,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,16,512,15.6,IPS,60,No,41,15790000
Vostro 3486,Vostro,Business,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,256,14,IPS,60,No,54,16770000
G15 5262,G Series,Gaming,AMD,Ryzen 7,7000,Dedicated,NVIDIA RTX 3050,6,16,2000,14,Standard,144,Yes,54,42490000
Vostro 7209,Vostro,Business,Intel,Core i7,12,Integrated,Intel Iris Xe,0,16,512,14,Standard,60,No,54,22200000
Latitude 9038,Latitude,Business/Ultrabook,Intel,Core Ultra 5,Ultra,Integrated,Intel Arc Graphics (Integrated),0,16,256,14,Standard,60,Yes,54,29320000
Vostro 5562,Vostro,Business,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,256,13.3,IPS,60,No,54,16650000
Inspiron 3994,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,256,15.6,OLED,60,No,41,20180000
Latitude 7030,Latitude,Business/Ultrabook,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,512,15.6,IPS,60,Yes,64,27370000
Inspiron 7855,Inspiron,Consumer,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,16,512,17.3,Standard,60,Yes,41,15350000
Inspiron 7458,Inspiron,Consumer,AMD,Ryzen 5,7000,Dedicated,NVIDIA RTX 3050,4,16,256,14,IPS,60,No,41,23090000
Inspiron 5150,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,256,17.3,IPS,60,No,70,16670000
G15 5871,G Series,Gaming,AMD,Ryzen 5,7000,Dedicated,NVIDIA RTX 3050,4,32,512,15.6,IPS,165,No,54,39880000
Inspiron 5831,Inspiron,Consumer,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,16,256,15.6,IPS,60,No,54,15980000
Vostro 3909,Vostro,Business,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,256,16,Standard,60,No,41,16100000
Inspiron 3572,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,512,14,Standard,60,No,54,14850000
Inspiron 3914,Inspiron,Consumer,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,8,256,15.6,IPS,90,Yes,41,13710000
Inspiron 5746,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,512,13.3,Standard,60,Yes,54,17040000
Inspiron 5715,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,512,14,Standard,60,No,41,17210000
Inspiron 5599,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,256,13.3,IPS,60,No,41,13000000
Inspiron 3909,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,16,IPS,60,No,41,16930000
Vostro 5691,Vostro,Business,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,1000,13.3,Standard,60,No,54,19690000
Vostro 5361,Vostro,Business,Intel,Core Ultra 5,Ultra,Dedicated,NVIDIA MX550,2,8,512,15.6,IPS,60,No,54,22640000
Vostro 3598,Vostro,Business,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,512,14,IPS,60,No,54,16310000
Vostro 3759,Vostro,Business,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,256,14,OLED,90,Yes,41,21330000
Vostro 3392,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,13.3,IPS,90,Yes,54,17610000
Latitude 9082,Latitude,Business/Ultrabook,Intel,Core i5,14,Integrated,Intel Iris Xe,0,32,2000,15.6,Standard,60,No,54,34340000
